Probe	Chromosome	Start	End	Strand	10-30um_A	10-30um_B	40-45um_A	40-45um_B	50-55um_A	50-55um_B	60-65um_A	60-65um_B	GV
Gm10505	17	27342460	27344825	+	0	0	0	0	0	0.008153287	0	0.003483434	0
Grm4	17	27422387	27513341	-	0.52417773	0.6658679	0.64963496	0.7509361	1.1226459	1.030421	1.6543711	1.3430703	1.7211143
Hmga1	17	27556620	27563674	+	23.909555	27.32373	21.796076	25.725092	19.526394	23.667803	22.793644	21.31	17.429724
AI413582	17	27563575	27565749	-	1.5548686	1.1652541	1.004675	0.9921228	0.59617376	0.5090555	0.59190446	0.5219769	0.587979
C130040N14Rik	17	27565112	27566220	+	0	0.005671481	0	0	0	0.011667507	0	0.00498486	0.004547261
Nudt3	17	27579382	27623465	-	1.6485862	1.7151738	1.188593	1.295767	1.0285298	1.1162013	1.1120406	1.1167539	0.8447089
Rps10	17	27630422	27636629	-	34.95453	25.889292	19.574501	18.447056	15.459319	12.475001	14.622936	13.117011	10.41386
Gm15420	17	27635343	27636862	+	0.052688245	0.08232556	0	0.0274027	0.089053415	0.03387242	0.12449336	0.08683052	0.03960402
Pacsin1	17	27655509	27711106	+	0.3357231	0.31281015	1.084451	0.865535	1.6030982	1.7571023	2.6376998	2.570629	3.3822396
Spdef	17	27714352	27728951	-	0.013798156	0	0.006084614	0.007176302	0	0.002956871	0.004347026	0	0.01613363
Gm15458	17	27735220	27741492	+	0	0	0	0	0	0	0	0	0
D17Wsu92e	17	27751232	27820558	-	13.923086	17.039833	19.372961	19.898733	21.575674	21.705997	23.17846	21.293364	18.096342
Snrpc	17	27839974	27851968	+	1.5636636	1.6915447	1.5825006	1.3461528	1.570417	1.3975738	1.9337741	1.5996863	1.5184705
Uhrf1bp1	17	27856490	27900040	+	3.428832	4.769259	4.1347466	4.9388022	5.3803225	5.6456976	6.866961	5.552969	5.4210725
Taf11	17	27901122	27909242	-	2.7333925	2.9745483	2.87773	2.6398137	3.3906994	3.1924388	5.0588446	3.9252706	4.5055885
Anks1	17	27909340	28062600	+	1.413082	1.8852289	1.8050916	2.035534	2.3169472	2.3739195	2.6218302	2.5199287	2.1539862
Gm15597	17	27959615	27965316	-	0	0	0	0	0	0	0	0	0
Gm15598	17	27988028	28008432	-	0	0	0.008724203	0.006859655	0	0.02543761	0.012465652	0.014490721	0
Tcp11	17	28066747	28080639	-	0.091485955	0.11435769	0.07643905	0.08264079	0.05289944	0.074292436	0.050059438	0.074062146	0.055496164
Scube3	17	28142316	28174852	+	0.002324123	0.004357741	0.003074627	6.04E-04	0.004910278	0.002241212	0.003294905	0	5.82E-04
Zfp523	17	28177207	28205886	+	1.1271272	2.1543431	1.1525152	1.9107531	1.278567	1.7669505	1.7778562	1.5112195	1.5958902
Def6	17	28207778	28228608	+	0.2830845	0.41366312	0.60921836	0.58477193	0.87943786	0.812549	1.3339927	1.1257924	1.6223632
Ppard	17	28232754	28301469	+	0.43243954	0.82984024	0.5476467	0.8747681	0.69050527	0.86475974	0.9817313	0.78309345	0.93540514
Fance	17	28313530	28326568	+	2.7411294	2.6775074	2.637113	2.5750275	2.7413511	2.731758	3.176407	3.2425911	2.8438666
Rpl10a	17	28328471	28331032	+	23.138664	19.230494	12.128612	14.531972	9.894881	9.41388	8.588102	8.950099	7.2520037
Tead3	17	28331671	28350805	-	0.28373542	0.47480023	0.41925174	0.4998283	0.42735723	0.5016246	0.43901604	0.38966465	0.3199119
Tulp1	17	28351515	28365182	-	0.008123552	0.002030892	0.00214936	0.001689996	0.001373039	0.0010445	0.001535566	0	0.002442483
Fkbp5	17	28399095	28517524	-	2.0718412	2.352573	3.7252922	3.2334628	5.557462	4.7838473	8.592002	6.961739	10.492395
E230001N04Rik	17	28523293	28525347	+	0	0.006121336	0	0.007640753	0.008276984	0.006296479	0.009256732	0.002690126	0.002453972
4930511I11Rik	17	28530860	28538954	+	0.33451927	0.27295905	0.40566337	0.2513053	0.56540287	0.29869035	0.72893566	0.5768123	0.7310593
Gm749	17	28549489	28552618	+	0	0	0	0	0	0	0	0	0
Clps	17	28558210	28560766	-	0.03659438	0.034307305	0.024205698	0.0856459	0.12370329	0.117629685	0.13834606	0.14071806	0.09168931
Lhfpl5	17	28575718	28583593	+	0.064509325	0.035278615	0.048004087	0.100652225	0.14310628	0.114048004	0.09145473	0.12403035	0.14950942
Srpk1	17	28587648	28622521	-	13.885627	15.806005	15.652282	17.153595	16.878729	18.22053	16.59226	17.000662	16.578829
Slc26a8	17	28637783	28689987	-	0.10595646	0.10685973	0.031857222	0.05134974	0.059017338	0.07740647	0.050071415	0.042331353	0.050682537
Mapk14	17	28691342	28748404	+	2.937578	3.5984254	3.325994	3.631697	4.333232	4.0574284	5.332518	4.2985916	4.3213396
Mapk13	17	28769307	28778698	+	2.342815	2.495902	1.3427598	1.633868	1.0574505	1.052599	0.8932563	0.800713	0.7871212
Brpf3	17	28801090	28838546	+	0.51058674	0.7335329	0.41453186	0.67442876	0.5461671	0.7239442	0.89903796	0.67623365	1.0101246
Gm16190	17	28855136	28859503	-	0	0.001593936	0	0.001326385	0	0.001639542	0	0.002801931	0.002555962
Pnpla1	17	28858411	28890308	+	0.029169435	0.05188804	0.04452553	0.07351989	0.07964175	0.092320286	0.118758604	0.12819038	0.20913747
4930539E08Rik	17	28896397	28915324	-	0.57198644	0.6697844	0.67116517	0.74086356	0.93528396	0.86646867	0.97557026	1.0064424	1.0290089
1700030A11Rik	17	28905265	28906771	+	0.7819577	0.46747568	0.79459023	0.7956967	0.6225215	0.5318504	0.3641711	0.42955688	0.2896267
Gm16191	17	28925463	28937125	+	0	0.008442514	0	0	0	0	0	0	0
Pxt1	17	28934291	28942262	-	0.5244336	0.7264129	0.58127767	0.72242785	1.0900265	1.2665901	1.8486737	1.8453321	2.8978987
Kctd20	17	28951950	28969549	+	3.6953723	4.393722	3.789637	4.0291233	4.307651	4.3111186	4.984794	4.456401	4.404918
Stk38	17	28970885	29007945	-	1.162946	1.0839664	1.1801312	1.1011631	1.3945582	1.223964	1.6010879	1.2275504	1.5825559
Gm16196	17	29014642	29015897	-	0.45545807	0.2711066	0.5021118	0.4399197	0.8064709	0.79476094	1.0454222	0.85782576	1.1085712
Gm16195	17	29021293	29022402	+	0	0	0	0	0	0	0	0	0
Srsf3	17	29032673	29043366	+	8.005066	6.709476	6.220092	4.9982924	4.9006743	4.1421347	4.4400926	4.374741	4.136787
Gm16197	17	29057474	29078961	-	0	0	0.004503767	0	0.002877064	0.004377288	0.003217622	0.003740331	0.005117976
Cdkn1a	17	29090979	29100722	+	0.07243152	0.13015066	0.038927294	0.058860954	0.02295439	0.04947537	0.004278584	0.029841887	0.013611098
Gm16194	17	29114145	29133811	+	0.24712442	0.20593745	0.03632506	0.08568485	0.011602458	0.017652476	0.06487921	0.030167585	0.013759651
Rab44	17	29135056	29148980	+	0.18858261	0.14694782	0.07451986	0.1184605	0.035185743	0.053533096	0.081016116	0.07668726	0.04786409
Cpne5	17	29156550	29237797	-	0.06290708	0.07601288	0.08599499	0.104695775	0.1197931	0.15367939	0.1514133	0.1640309	0.16728446
Ppil1	17	29250803	29264158	-	3.3824	2.8758605	2.7728	2.7004395	2.2922711	2.2432845	1.8072773	1.9628595	1.231002
BC004004	17	29268788	29302881	+	2.6341932	2.317468	2.2358189	2.2790194	2.544172	2.417107	2.6951559	2.5146601	2.9794834
Pi16	17	29318877	29329413	+	0	0.001577545	0	0	0	0.001622682	0	0	0
Mtch1	17	29332072	29347904	-	5.363912	5.1729174	3.7446082	4.286428	3.4367101	3.2258244	3.3015223	3.4018278	2.8456182
Fgd2	17	29360914	29379660	+	0.004868629	0.010650148	0.008051001	0.012660659	0.012343398	0.018779775	0.020706732	0.018721564	0.01829794
Pim1	17	29490812	29495445	+	1.7861102	1.7893034	2.6599264	2.3966665	2.8679311	2.4179103	3.0144818	2.3716357	2.0100045
Gm17657	17	29519281	29519790	-	0	0	0.013052092	0	0	0	0	0	0
Tmem217	17	29526033	29549593	-	0.022264281	0.041745618	0.036817297	0.04052811	0.065854214	0.06441006	0.07364939	0.042806935	0.12830418
Tbc1d22b	17	29549788	29606895	+	4.809257	9.087278	6.659784	10.102382	8.514875	10.608697	11.262344	10.264386	11.768419
Ftsjd2	17	29549799	29705979	+	3.1835663	3.3743012	2.950425	3.3069596	3.5823238	3.3644328	3.5676167	3.6590376	3.7531836
0610038L08Rik	17	29578816	29596305	-	0	0	0	0	0	0	0	0.003044169	0
Rnf8	17	29614790	29703359	+	14.810811	15.123128	18.121336	17.356558	19.835732	18.986948	21.156418	20.3311	19.18557
1110021J02Rik	17	29689378	29717012	-	0.30009487	0.24408452	0.22025408	0.19456142	0.16501984	0.17442638	0.14764261	0.15807791	0.15244097
Mdga1	17	29827956	29970087	-	0.0064269	0.002677881	0.004251134	0.003342575	0.002715679	0.002065875	0	5.88E-04	0.001073531
Gm16758	17	29890084	29897067	+	0	0.00163453	0	0	0	0	0.00247175	0	0
Zfand3	17	30005087	30210019	+	8.343897	10.11012	9.73294	10.9700165	11.827119	12.43228	14.030611	13.511993	15.396688
Btbd9	17	30215524	30576287	-	5.6312494	5.8723183	5.339233	5.640753	5.3704133	5.453475	5.175242	5.2395854	4.238341
Gm9874	17	30485511	30485963	+	0	0	0	0	0	0	0	0	0
Glo1	17	30592866	30612659	-	4.9979224	4.479157	3.1958404	2.7210956	2.1668055	2.0462096	1.5336038	1.8855911	1.4151429
Dnahc8	17	30624354	30875264	+	2.751354	2.9695122	2.9254568	3.2545536	3.4501283	3.3423996	3.3817492	3.4523354	3.4570384
Glp1r	17	30901867	30936510	+	0	0	0	0	0	0	0	0	0
Umodl1	17	30954679	31010708	+	4.5679507	4.4358087	11.0912	10.169047	19.202362	16.356821	22.50283	21.974771	30.72128
Abcg1	17	31057698	31115777	+	1.2127626	1.7356155	2.2477784	2.3247547	3.5139525	3.3525617	4.5731864	3.8857903	4.920126
Tff3	17	31125306	31129646	-	0	0	0	0	0	0	0	0	0
Tff2	17	31141049	31144282	-	0	0	0	0	0	0	0	0.009466113	0
Gm15318	17	31152752	31163052	+	0	0	0	0	0	0.003810149	0	0	0.005939826
Tff1	17	31161396	31165053	-	0	0	0	0	0	0	0	0.011565293	0
Tmprss3	17	31179272	31198975	-	0.006990938	0	0.004624222	0.003635926	0.014770062	0.013483084	0.006607358	0.005760552	0.001751619
Ubash3a	17	31207873	31242202	+	0	0	0	0.004718073	0	0.001944	0	0.003322241	0.001515298
Rsph1	17	31255019	31277356	-	0.05187348	0.021613995	0.034312204	0.02697895	0.007306358	0	0	0.018997284	0.008664797
Slc37a1	17	31295483	31350696	+	0.022202877	0.012142225	0.016522093	0.007217204	0.02110905	0.019626575	0.036723137	0.016770631	0.031987585
Pde9a	17	31386234	31476310	+	0.2805268	0.20640069	0.1385806	0.1920703	0.183056	0.2260034	0.26177868	0.2321302	0.3879163
Wdr4	17	31494323	31519974	-	0.7354918	0.7028408	0.50365406	0.48562106	0.39454335	0.3870822	0.3869653	0.3745179	0.26180065
Ndufv3	17	31520115	31531321	+	5.9741774	4.7482033	3.9051857	4.3998127	3.1264536	3.388855	3.067769	3.2186468	2.6031032
4833413E03Rik	17	31557126	31559113	+	0	0	0	0	0	0	0	0	0
Pknox1	17	31564749	31607680	+	1.6363341	1.9340197	1.5230472	1.7871909	1.6594344	1.7620544	1.5865963	1.7311773	1.3273519
Cbs	17	31612623	31637199	-	0.021072146	0.015051565	0.017920762	0.010959442	0.03816004	0.03096444	0.042677052	0.054571025	0.04827197
U2af1	17	31647082	31658754	-	15.756436	12.495398	13.313134	12.391593	11.39477	10.5745945	12.167424	9.870182	10.308458
Cryaa	17	31677933	31681722	+	0	0	0	0	0	0	0	0.004661223	0
Sik1	17	31844248	31855792	-	1.7311552	2.8722513	1.8135493	2.4098523	1.693002	2.0681024	1.7184001	1.6311344	1.3347898
Hsf2bp	17	31944769	32034508	-	8.648545	8.453929	7.9842978	7.6070476	7.2945623	7.4075446	6.948714	7.2761135	6.944393
Gm17572	17	31950549	31950968	+	0	0	0	0	0	0.015403887	0	0	0
Rrp1b	17	32036100	32062865	+	2.7216535	3.5041528	2.7483618	3.5404706	3.2121377	3.559894	3.382424	3.300274	3.4957292
Notch3	17	32120820	32166880	-	0.023769971	0.015638173	0.007447676	0.002602644	0.006343562	0.001608561	0.005912042	0.006872464	0.00313458
Ephx3	17	32183770	32189549	-	0.004022164	0.01256929	0	0	0	0	0	0.002209516	0.002015552
Brd4	17	32196274	32284722	-	0.4491544	0.848155	0.46822554	0.78365463	0.6852672	0.85933226	0.9214701	0.794162	1.1295835
Akap8	17	32303676	32321153	-	4.5619183	4.9347124	4.491156	4.7225647	4.2350383	4.4981017	4.146872	4.1712174	3.5307207
Akap8l	17	32321425	32350581	-	4.0011325	3.694993	3.4742465	3.682659	3.0903466	3.3766804	3.3278065	3.2822914	2.8483338
Wiz	17	32354055	32389401	-	0.29083863	0.64987814	0.32617465	0.54534173	0.3659085	0.5813109	0.51359326	0.4372595	0.5150301
Rasal3	17	32390659	32403583	-	0.002055025	0	0	0	0	0.001321142	0	0.001128897	0
A530088E08Rik	17	32403006	32404698	+	0	0	0	0.003091504	0	0	0	0	0
Pglyrp2	17	32413100	32424167	-	0.058456175	0.07307038	0.17548591	0.13096485	0.2356056	0.30642587	0.505739	0.41251615	0.5069952
Cyp4f39	17	32468462	32492479	+	4.034193	5.0230846	9.662222	9.492406	12.222373	12.291898	14.228274	14.434194	15.620728
Cyp4f17	17	32506462	32528894	+	0.005944156	0.003715105	0.007863635	0.006183008	0.005023392	0	0	0	0.005957368
Cyp4f16	17	32536558	32551798	+	0.066711664	0.064627066	0.04853977	0.062453095	0.028188935	0.04288785	0.015762832	0.036647066	0.006685995
Gm9705	17	32621319	32636184	+	0.003809029	0.004761297	0	0.003962087	0	0.002448764	0	0.004184868	0
Cyp4f40	17	32659410	32676687	+	0	0	0	0	0	0	0	0	0
Cyp4f15	17	32685627	32703352	+	0	0.002756211	0	0	0.003726819	0	0	0	0.002209865
Zfp871	17	32771236	32788287	-	0.748769	0.7932288	0.28107157	0.36411545	0.12339266	0.15403888	0.07076855	0.09666141	0.027203208
Gm17115	17	32788394	32789591	+	0	0	0	0	0	0	0	0	0
Zfp811	17	32797406	32800938	-	0.006076966	0	0	0	0	0	0	0	0
Zfp799	17	32815455	32822200	-	0.025878932	0.052836265	0.01141191	0.009870234	0.007290075	0.002218287	0.003261201	0.004738736	0
Zfp870	17	32879228	32886083	-	0.71657455	0.7214841	0.4843737	0.542179	0.4164368	0.48465452	0.37295547	0.34726563	0.29513726
Cyp4f14	17	32905071	32917342	-	0	0	0	0	0	0	0	0	0
Cyp4f13	17	32924688	32947402	-	0.41402203	0.39286846	0.09994846	0.19175309	0.05107869	0.0951988	0.03713117	0.04814357	0.028773371
Zfp472	17	32965814	32979233	+	4.908899	3.9336927	4.9027743	3.5839992	5.8737593	4.4410653	5.9165363	5.772512	6.161437
Zfp952	17	32993129	33005457	+	2.1864054	2.1930337	2.4931648	2.1053092	3.5221667	2.6779065	3.952151	3.7879882	4.55109
Zfp763	17	33016863	33033402	-	2.5293024	2.0211122	1.1733674	1.127124	0.8009675	0.8093862	0.7968415	0.83614755	0.7003651
4921501E09Rik	17	33064143	33068058	-	0	0	0	0	0	0	0	0	0
Zfp563	17	33089310	33106203	+	0.94316274	0.91283244	0.66323394	0.5643486	0.5958638	0.5415889	0.6231238	0.6061413	0.7846569
Morc2b	17	33135588	33139683	-	0	0	0	0	0	0	0	0	0
Olfr55	17	33176416	33177363	+	0	0	0	0	0	0	0	0	0
Olfr239	17	33199062	33200009	+	0	0	0	0	0	0	0	0	0
Gm4461	17	33215261	33216351	-	0	0	0	0	0	0	0	0	0
Zfp955a	17	33241519	33255040	-	9.842279	8.171199	8.8347845	7.3204527	9.745505	8.460288	9.319673	9.834679	11.132583
Olfr63	17	33268722	33269676	+	0	0	0	0	0	0	0	0	0
Zfp955b	17	33289649	33303196	+	9.713262	7.837132	8.911998	7.218203	9.761081	8.389194	8.419642	9.206933	9.83337
Zfp422-rs1	17	33293837	33305591	-	0	0	0	0	0	0	0	0	0
Zfp81	17	33329342	33358878	-	1.0171077	0.97675145	0.87531	0.8364491	1.0465822	1.0368563	1.0071454	1.1133027	1.0520309
Zfp101	17	33360507	33394641	-	0.85419774	0.7888785	0.6740323	0.5759712	0.6692257	0.5775766	0.52049017	0.5641932	0.57710975
Actl9	17	33432897	33434268	+	0	0	0	0	0	0	0	0	0
Adamts10	17	33524204	33553782	+	0.09227448	0.062285405	0.054932244	0.024955405	0.034311615	0.03322019	0.040117316	0.03345515	0.030518264
Myo1f	17	33555719	33607764	+	0.012287491	0.007679699	0	0	0	0	0	0	0
Zfp414	17	33629090	33631779	+	1.9195298	2.8920977	1.2900062	2.0499063	1.2934262	1.6190536	1.5723144	1.3469037	1.3056166
Gm20507	17	33630759	33645705	+	0.489098	0.63776404	0.29558885	0.48313072	0.33602098	0.43432498	0.42900586	0.3943199	0.34736142
Pram1	17	33638056	33645706	+	0.057225175	0.020437606	0.051370747	0.046769362	0.082904324	0.06306709	0.1004442	0.07634409	0.09217346
Hnrnpm	17	33646233	33686860	-	2.0936096	2.6130037	1.8733542	2.1276352	1.4219562	1.838636	1.6165757	1.460548	1.1413865
2-Mar	17	33685692	33718670	-	1.1528419	1.1379514	0.8324871	0.8963201	0.75587	0.8026357	0.7438379	0.8066006	0.7509288
Rab11b	17	33745950	33760530	-	4.9498644	6.1135716	4.619048	5.162626	3.790549	4.1809053	4.0557046	3.0935385	2.0415876
Gm17251	17	33759992	33761870	+	1.2293735	1.3735285	1.2737432	1.2900896	1.7101145	1.8114971	1.8816935	1.9782027	1.7173159
Angptl4	17	33773750	33781575	-	0.10412583	0.091875926	0.002025736	0.014335133	0.041410107	0.013781931	0.028944895	0.02859999	0.007673329
4931413I07Rik	17	33783340	33785724	-	0	0	0	0	0	0	0	0	0
Kank3	17	33810520	33822918	+	0.66164476	0.6213019	0.08753023	0.09735957	0.06818956	0.053948186	0.057958484	0.067373954	0.05175535
Rps28	17	33819027	33824562	-	24.271898	16.196768	12.167332	11.769161	8.736967	7.3976536	7.315379	6.819636	5.032578
Ndufa7	17	33824591	33838316	+	12.648834	9.880074	6.535254	7.89549	5.484743	4.7656965	4.3055234	4.4947176	3.385659
Cd320	17	33843091	33849774	+	4.884192	4.0426674	4.175763	3.751781	4.3080797	3.6741123	4.2859526	4.423421	3.9650674
Kifc1	17	33875666	33890661	-	19.06651	20.019138	21.208405	20.762072	15.179479	17.842285	17.168901	13.900843	10.926556
BC033916	17	33905135	33906675	+	0.087291434	0.10911452	0.1897163	0.11025598	0.37938744	0.36877707	0.6128714	0.5343251	0.5686555
BC051226	17	33908182	33909317	-	1.1615633	1.0536326	0.7411296	0.7591585	0.72971046	0.726925	0.8549476	0.926074	0.92204416
Daxx	17	33909414	33915589	+	2.7511601	3.41839	3.4414756	3.3358085	4.5359726	4.593058	5.987324	5.582443	5.9185777
Tapbp	17	33915899	33929288	+	0.2595248	0.32440668	0.27870336	0.30806422	0.36897996	0.34939158	0.46459892	0.3622856	0.35496226
Zbtb22	17	33915904	33919324	+	1.788975	1.8619503	1.6068436	1.7296213	1.7664872	1.6779399	1.786927	1.7234277	1.5589242
Rgl2	17	33929543	33937687	+	1.253308	1.3490498	1.4608467	1.3602525	1.4857768	1.2589555	1.2421234	1.2490766	0.86792606
H2-Ke2	17	33938821	33940343	-	13.521977	12.331555	9.636121	9.783431	6.565581	7.5433855	6.6571074	7.497606	6.319492
Wdr46	17	33940660	33949695	+	3.8984554	4.432648	2.892145	3.5192838	2.3925722	2.9486902	2.5978837	2.70751	2.5070004
B3galt4	17	33949914	33951488	-	0.74757093	0.6389508	0.63818514	0.5948387	0.7505648	0.7640328	0.77298117	0.6563652	0.4802773
Rps18	17	33951999	33956001	-	26.417074	17.687338	13.671216	13.745597	9.863426	8.975934	8.10999	9.061294	6.5814962
Vps52	17	33955812	33966984	+	3.3285215	4.615023	2.8628736	4.1063824	2.6483626	3.5386019	3.1557074	3.0179806	2.8441193
H2-K1	17	33996017	34000333	-	23.44152	20.622313	13.838922	15.033461	8.266551	8.645195	5.8570304	6.800037	3.5984888
Ring1	17	34020792	34024680	-	0.58028555	0.7447531	0.6280942	0.6633178	0.46155098	0.54063225	0.5660436	0.59151673	0.40119374
Mir219-1	17	34024966	34025070	-	0	0	0	0	0	0	0	0	0
H2-Ke6	17	34026033	34028060	-	5.855578	5.2475486	4.7807436	4.742276	4.615674	4.220243	4.6594787	4.2408185	3.3915477
Gm20427	17	34026034	34031572	-	4.4161797	4.215762	3.7624075	3.7356846	3.8882773	3.4138973	4.0171914	3.651634	2.749565
Slc39a7	17	34028267	34031690	-	3.0803328	3.1593845	2.7560344	2.725914	2.9998882	2.5738862	3.1569862	2.934597	2.0684881
Rxrb	17	34031812	34038393	+	1.9212545	2.1073296	1.8540465	1.7295418	1.9617158	1.8107274	2.2530806	1.9568489	1.3214121
Col11a2	17	34039437	34066685	+	0.051562134	0.022098104	0.028259473	0.009960608	0.01245001	0.019889077	0.02088558	0.016185654	0.022885416
H2-Oa	17	34092340	34095234	+	0.25273517	0.30155966	0.9523856	0.58154625	1.2944599	1.15705	1.4332085	1.2705626	1.3662684
Brd2	17	34112023	34122634	-	4.504726	6.5521383	3.9729245	5.44083	3.9178371	4.6943693	3.8345456	4.2647276	4.215695
H2-DMa	17	34135182	34139101	+	0.07972267	0.10731922	0.036507677	0.06697881	0.02073029	0.047309924	0.052164305	0.047163278	0.052242234
H2-DMb2	17	34143307	34151553	+	0	0.003678171	0	0	0	0.003783411	0	0.003232871	0
H2-DMb1	17	34153072	34160223	+	0.12936781	0.16596565	0.099082865	0.0708243	0.06329541	0.06565933	0.038611468	0.02618232	0.034119837
Psmb9	17	34181988	34187764	-	0	0.003437919	0	0.001430423	0	0	0.002599424	0	0.001378221
Tap1	17	34187553	34197225	+	0.018370673	0.003444508	0.006075727	0.001910886	0.004657503	0.003543063	0.003472542	0.009082492	0
Psmb8	17	34197721	34201454	+	0	0	0	0	0	0	0.00347635	0.002020545	0
Gm20496	17	34199315	34205449	-	0	0.009472399	0.060149707	0.015764808	0.05123254	0.05846054	0.07162118	0.05827932	0.05316323
Tap2	17	34203527	34216321	+	0.12243293	0.16801295	0.5158355	0.3405299	0.5240868	0.48594967	0.7496338	0.7427481	0.4561428
Gm15821	17	34211312	34214459	-	0	0	0	0	0	0	0	0	0
H2-Ob	17	34238903	34245907	+	0	0	0	0.00165998	0	0	0	0	0
Gm20506	17	34249057	34250264	+	0	0	0	0	0	0	0	0	0
H2-Ab1	17	34263209	34269418	+	0	0.003842195	0	0.003197261	0	0	0.005810197	0	0
H2-Aa	17	34282744	34287827	-	0.12351092	0.15774527	0.1456346	0.1424385	0.1769901	0.14154479	0.1319603	0.20354669	0.15876831
Gm20513	17	34293073	34305720	-	0	0	0	0	0	0	0	0	0
H2-Eb1	17	34305883	34316199	+	0.042714152	0.032035686	0.050856628	0.022215264	0.014439052	0.043936383	0.008074102	0.046928775	0.00856182
H2-Eb2	17	34325665	34340229	+	0	0	0	0	0	0	0	0	0
Btnl2	17	34354822	34369493	+	0	0.002433142	0	0	0	0	0	0	0.001950836
Btnl1	17	34377132	34385776	+	0.005407552	0.003379728	0	0	0.00456991	0	0	0	0.002709786
BC051142	17	34398820	34460734	+	0.002962454	0	0.001959543	0	0	0	0	0	0.001484519
Btnl4	17	34469042	34475937	-	0	0	0	0	0	0	0	0	0
Btnl6	17	34507935	34517352	-	0	0	0	0	0	0	0	0	0
Btnl7	17	34532877	34547651	-	0	0	0	0.005937511	0	0.003669672	0.010789895	0.025085468	0.051487472
Notch4	17	34564268	34588503	+	0.004993651	0.003121038	8.26E-04	0.005843598	0.003165092	0.004012922	0.005899573	6.86E-04	0.003753563
Gpsm3	17	34589806	34591754	+	0.007493265	0	0	0	0	0	0	0.004116314	0
Pbx2	17	34591266	34597400	+	4.329497	4.755269	5.295994	5.1764007	5.355095	5.4707494	5.7982297	5.869926	5.8561506
Ager	17	34597862	34600934	+	0	0.005880947	0.003112	0	0	0.003024606	0	0.005168967	0
Rnf5	17	34601091	34603690	-	1.8864737	3.0154803	1.6562867	2.2481487	1.5770501	2.2030778	2.3794262	1.8228554	1.8532616
Gm20463	17	34601151	34601576	+	0	0	0	0	0	0	0	0	0
Agpat1	17	34604262	34613449	+	4.9361563	7.408861	4.691316	6.904723	5.293767	6.7477345	7.235682	6.646379	6.22088
Egfl8	17	34613349	34615971	-	0	0	0.018899964	0.005944255	0.004829416	0.00367384	0	0.003139245	0.022909312
Gm20460	17	34614484	34627349	-	3.578544	4.5011973	4.526635	5.3271413	5.3938217	5.7823367	6.7643924	6.361661	8.674322
Ppt2	17	34616662	34628510	-	3.526444	4.5957437	4.6397343	5.4781923	5.5699606	6.0365086	7.2553625	6.735787	8.964962
Prrt1	17	34629533	34633126	+	0	0	0	0	0	0	0	0	0
Gm20461	17	34640846	34643977	-	0.16497466	0.12373126	0.06547443	0.0858019	0.02788394	0.02121191	0.09355369	0.09062639	0.11573896
Fkbpl	17	34644764	34646324	+	10.952293	9.594576	10.10443	9.625548	10.802627	10.08701	11.091763	11.081247	11.871226
Atf6b	17	34647146	34655074	+	6.033693	7.4600034	4.879551	5.533865	4.4882827	4.5125513	5.495643	3.7716951	3.3619413
Tnxb	17	34670535	34719815	+	0.021430898	0.013394341	0.007633053	0.008573866	0.006965847	0.001059814	0.003895197	0.006791969	0.007847927
C4b	17	34728380	34743882	-	0	0.00110442	0.004675376	0.011028444	0.016426798	0.022720395	0.041752815	0.032033525	0.13282472
Cyp21a1	17	34801348	34804561	-	0	0	0	0	0	0	0	0	0
C4a	17	34809092	34823464	-	0.015865449	0.012890705	0.009444917	0.014027522	0.017430209	0.013259534	0.022492414	0.01568781	0.012720573
Stk19	17	34823993	34836945	-	0.5390567	0.5502218	0.5148027	0.46947646	0.43399078	0.45523247	0.50345033	0.509892	0.42197427
Dom3z	17	34837019	34839233	+	3.2740867	3.5377405	2.1351254	2.4154484	1.9949601	2.1312506	2.303857	2.3482912	2.075283
Skiv2l	17	34839228	34850210	-	4.4483824	5.180102	4.39625	4.8921394	3.894311	4.219495	3.9080956	4.3430376	2.9090216
Rdbp	17	34850391	34856372	+	6.5635443	6.3229995	5.037316	5.3372836	4.4038763	4.3536015	4.847277	4.343213	4.5157866
Cfb	17	34856374	34862518	-	0	0.002226433	0.004712614	0	0	0.006870406	0.003366829	0.001956889	0
C2	17	34856412	34859310	-	0	0	0	0	0	0.01429753	0	0	0
Gm20547	17	34856412	34882042	-	0.07479246	0.06770022	0.046060305	0.03487489	0.037052337	0.041450746	0.043875773	0.04108613	0.04394131
C2	17	34862604	34898265	-	0.12475357	0.12832752	0.089396045	0.08515927	0.05491091	0.08354381	0.08843144	0.08423667	0.097680375
Zbtb12	17	34879483	34896842	+	1.0189563	0.8134013	0.8208098	0.8841252	0.7332288	0.9436907	0.9725833	0.9116697	0.7962492
Ehmt2	17	34898469	34914052	+	2.8252478	3.2118697	2.499396	2.722323	2.141257	2.4516006	1.9182003	2.148237	1.1484133
Slc44a4	17	34914466	34930436	+	0.3783497	0.29508105	0.35721296	0.37673432	0.52743834	0.5155749	0.57764596	0.55601853	0.64494824
Neu1	17	34931253	34935953	+	0.8518756	1.0412585	1.0431534	1.1202515	1.0639296	1.1178443	1.0089664	1.0618073	0.64843225
1110038B12Rik	17	34950238	34952471	-	0.13892125	0.1354485	0.14702523	0.063581534	0.06574512	0.07502059	0.10503912	0.067156605	0.05290742
Hspa1b	17	34956436	34959238	-	0.750361	0.801075	2.066077	1.7216092	1.787089	2.0288289	1.9137955	2.1635556	1.664179
